N,P,K,temperature,humidity,ph,rainfall,label
90.6,29.2,29.2,25.79,56.96,6.58,128.38,coffee
112.6,19.9,39.3,24.76,61.95,6.91,150.96,coffee
99.5,20.5,30.0,26.86,58.49,6.9,142.0,coffee
101.3,32.7,33.5,23.08,52.55,6.94,148.7,coffee
85.9,26.1,26.2,24.55,62.67,6.89,154.05,coffee
111.2,31.2,32.5,24.6,53.53,6.62,170.96,coffee
107.3,29.6,31.4,22.53,59.11,6.72,150.66,coffee
106.6,28.2,29.7,24.16,57.29,7.08,143.17,coffee
92.9,28.5,27.5,20.85,63.47,7.12,151.67,coffee
93.3,24.7,26.8,28.82,53.71,6.46,144.16,coffee
103.2,28.9,31.4,23.13,60.95,6.34,141.19,coffee
94.1,26.1,33.1,28.17,54.8,6.58,128.97,coffee
105.3,27.1,29.4,25.08,56.44,7.11,159.25,coffee
79.4,27.4,31.4,26.13,40.82,7.16,147.76,coffee
96.1,27.9,29.8,24.02,69.46,6.52,175.39,coffee
119.0,33.6,30.5,25.42,61.75,6.89,131.95,coffee
105.4,28.4,29.0,26.3,55.16,7.35,148.24,coffee
102.7,34.1,30.1,26.33,53.38,6.92,190.63,coffee
120.9,36.7,43.5,26.55,56.52,7.23,141.09,coffee
77.6,33.3,31.6,24.26,62.58,7.1,153.74,coffee
92.8,31.7,33.2,24.04,49.54,6.53,136.11,coffee
97.0,30.6,32.2,21.81,58.29,6.74,133.73,coffee
109.6,33.3,28.7,26.05,67.85,6.81,185.85,coffee
109.8,29.4,36.5,27.16,53.33,6.83,161.08,coffee
92.3,33.9,28.5,28.23,59.4,7.07,160.41,coffee
111.0,32.1,35.3,25.61,70.02,6.92,127.47,coffee
97.0,27.2,28.3,23.47,62.16,5.92,164.46,coffee
113.1,33.5,25.2,21.61,59.63,6.41,178.83,coffee
90.7,29.5,31.8,27.08,61.53,6.14,178.69,coffee
99.8,28.5,24.5,21.41,57.0,6.85,170.03,coffee
96.1,26.6,32.7,24.32,65.5,6.87,137.67,coffee
111.6,29.8,24.0,24.55,57.0,6.88,163.64,coffee
95.8,34.0,28.4,24.86,49.2,6.51,170.02,coffee
100.6,33.4,22.8,25.07,57.04,7.0,125.7,coffee
106.1,30.8,44.1,25.28,54.17,7.01,137.82,coffee
106.5,32.0,21.7,20.17,57.59,6.42,173.99,coffee
109.9,35.4,30.0,25.03,57.7,6.36,173.77,coffee
103.1,28.3,35.7,20.54,64.99,6.8,130.13,coffee
96.8,23.4,35.2,26.46,62.48,7.34,172.31,coffee
97.5,35.5,34.3,23.89,60.32,7.31,159.72,coffee
101.3,26.4,28.4,20.69,58.99,6.97,172.06,coffee
103.5,25.5,36.8,23.37,53.71,6.58,146.58,coffee
99.5,20.0,34.6,23.86,48.09,7.07,169.61,coffee
101.2,31.9,31.1,27.38,59.57,6.66,173.19,coffee
85.8,20.9,31.2,25.39,62.97,6.57,151.68,coffee
107.7,25.2,28.5,25.69,58.46,6.16,158.32,coffee
102.8,31.9,25.5,27.36,56.33,6.83,146.33,coffee
111.0,32.6,36.2,24.81,61.32,6.61,187.73,coffee
101.0,25.7,36.6,26.51,58.58,6.83,155.84,coffee
83.6,28.3,25.6,26.37,67.43,6.11,141.4,coffee
97.4,24.6,29.2,22.43,65.16,6.85,145.12,coffee
125.96,46.51,41.79,13.4275,45.4334,7.4779,47.5699,wheat
118.34,52.48,42.8,14.0995,51.4037,7.7728,30.7783,wheat
127.77,52.94,45.42,17.3682,55.0315,6.7804,48.6961,wheat
138.28,50.19,45.27,17.0259,55.2819,7.3689,53.5564,wheat
117.19,54.03,33.11,15.4477,52.2996,7.0048,44.1343,wheat
117.19,57.42,35.31,15.7933,58.7371,7.0539,58.768,wheat
138.95,66.32,42.58,18.6942,48.5943,7.0223,32.2621,wheat
129.21,56.05,42.57,14.0211,54.1457,6.9408,27.5535,wheat
114.37,56.55,42.58,16.8677,55.7218,7.2146,22.2128,wheat
126.51,54.55,59.26,14.9945,58.0866,6.9507,54.9604,wheat
114.44,43.49,42.85,14.9558,59.2697,7.2811,46.5437,wheat
114.41,54.84,45.68,18.2469,48.2521,7.1849,39.4442,wheat
122.9,55.36,44.77,17.5635,45.7953,7.1283,42.7997,wheat
97.04,69.78,43.26,17.5338,62.6661,6.9277,28.7451,wheat
99.3,53.85,38.42,18.7637,56.9939,7.027,64.4575,wheat
113.25,56.81,43.79,15.5525,50.5091,7.4266,41.2922,wheat
107.85,54.79,36.14,17.2049,64.3069,7.3503,41.0939,wheat
123.77,47.99,38.82,14.7243,55.694,6.9067,47.2577,wheat
109.1,61.86,37.57,16.3104,62.0758,7.2298,44.8101,wheat
103.05,59.51,40.41,15.1746,55.4051,7.4254,42.2388,wheat
137.59,59.75,51.57,15.7425,67.3645,6.6992,32.0953,wheat
117.29,49.54,30.66,16.9879,65.532,7.363,44.7147,wheat
120.81,63.42,43.43,13.4544,53.5062,7.0012,58.8202,wheat
102.9,46.59,31.94,20.731,60.8294,7.3712,53.4542,wheat
113.47,58.52,37.64,12.985,58.8723,6.971,55.9319,wheat
121.33,68.14,45.44,12.4645,63.2118,6.6585,34.8878,wheat
106.19,49.06,40.32,18.3953,49.2105,6.7117,30.104,wheat
124.51,51.6,34.61,17.4792,59.1163,7.2144,38.7421,wheat
112.79,55.6,36.42,17.0603,61.3505,7.2779,40.5572,wheat
116.5,51.98,43.4,17.0709,44.4476,6.9287,50.9419,wheat
112.78,45.7,36.35,15.4694,47.9004,7.3916,23.0754,wheat
142.23,55.41,41.08,13.2569,42.7646,6.7015,55.2955,wheat
119.84,48.63,40.23,15.6895,53.3836,7.1802,38.4199,wheat
107.31,57.84,36.74,13.8071,59.3053,6.8367,35.7312,wheat
129.87,49.48,50.72,17.9378,64.0141,7.0044,29.879,wheat
105.35,64.3,43.17,15.1324,55.4446,7.2142,23.4514,wheat
122.51,50.3,29.87,13.4363,64.7717,6.9419,48.2317,wheat
96.48,53.07,40.93,14.6965,46.7194,7.0846,40.7332,wheat
104.06,59.88,36.69,16.5323,44.7797,7.5019,27.1004,wheat
122.36,47.61,44.26,14.0907,54.6667,7.0269,27.0492,wheat
128.86,56.36,36.04,13.4444,57.3044,7.4507,36.6422,wheat
122.06,62.84,39.43,16.1092,54.8038,6.8611,56.6902,wheat
118.61,45.36,42.52,16.1124,42.5953,7.3589,37.4041,wheat
116.39,56.11,44.33,14.2326,54.4653,7.6325,24.9686,wheat
102.26,56.56,34.0,14.3224,47.1732,6.4585,37.5426,wheat
111.36,59.69,38.33,16.0801,59.018,6.9609,37.2728,wheat
114.47,47.58,37.63,11.8798,57.1996,7.3731,13.0311,wheat
132.69,47.08,36.73,11.9813,49.3607,7.1391,39.4571,wheat
124.12,58.13,48.83,13.7039,51.9168,7.3113,37.6907,wheat
98.84,56.78,42.02,14.9664,48.6447,7.0188,46.9621,wheat
123.89,56.5,33.7,16.2773,54.6239,7.226,58.4896,wheat
115.38,57.08,44.59,19.1884,60.7309,7.1533,51.2657,wheat
111.88,50.92,50.61,17.6441,49.0856,7.5503,37.3111,wheat
127.34,56.39,45.16,15.1002,58.0243,7.2763,28.9347,wheat
132.37,56.76,32.4,15.4525,51.8185,7.3013,65.7336,wheat
131.18,50.71,37.58,12.9937,50.2428,7.0764,40.5922,wheat
109.93,66.19,46.33,15.4537,54.3578,7.0537,40.1393,wheat
116.29,57.84,36.46,14.7784,48.7885,7.0702,39.7587,wheat
123.98,47.85,42.22,16.3068,51.6781,7.3183,41.9808,wheat
131.71,58.94,43.87,13.4319,47.8127,7.0737,38.5564,wheat
114.25,49.15,35.37,16.7984,66.7884,7.2869,34.2634,wheat
117.77,59.72,39.7,19.3318,55.2116,7.8226,34.5314,wheat
106.72,61.95,23.79,15.2281,50.8016,7.4613,39.6725,wheat
105.65,50.08,34.88,16.5043,56.2839,7.1022,34.5658,wheat
129.75,60.78,38.74,17.2254,54.326,7.5604,32.8715,wheat
136.27,57.48,33.76,14.4969,53.6742,7.0776,41.0643,wheat
119.14,59.93,48.16,16.0602,58.685,6.5886,37.4502,wheat
132.04,66.38,32.85,15.5315,59.545,6.8976,55.0399,wheat
124.34,53.53,37.8,15.7442,51.817,6.6388,13.4903,wheat
112.26,50.48,40.65,13.5675,51.5451,7.0945,50.9151,wheat
124.34,49.66,47.21,15.5613,53.3497,7.2055,52.4609,wheat
138.46,50.11,32.82,16.745,41.1885,7.7029,19.2661,wheat
119.57,54.54,45.82,19.1279,45.9089,7.2981,36.5731,wheat
138.78,57.05,40.05,17.8982,63.2012,7.1343,36.2856,wheat
88.56,56.66,35.09,20.883,64.8698,7.4488,25.9249,wheat
129.86,59.96,42.31,13.5816,53.5058,6.5367,32.2218,wheat
121.04,55.08,41.0,17.6808,58.4593,7.2707,28.8942,wheat
116.41,63.72,37.0,15.9584,56.8675,7.4313,57.5227,wheat
121.1,53.41,40.35,20.9745,73.4733,6.7564,49.3568,wheat
96.15,71.32,38.07,13.4793,61.7174,7.5431,52.7156,wheat
117.36,58.75,40.57,13.4007,54.2325,7.3015,47.2167,wheat
124.29,49.86,43.31,14.0015,49.2668,7.0754,28.7095,wheat
137.73,48.57,47.93,10.1903,45.3613,7.3898,34.7548,wheat
113.78,57.89,33.81,14.1856,56.2208,7.8812,44.8937,wheat
110.3,53.66,50.67,13.6022,50.4619,7.2546,27.7787,wheat
113.98,59.28,30.24,15.876,46.4665,7.2745,47.13,wheat
130.98,57.84,39.24,16.3544,51.1206,7.0622,37.5967,wheat
123.95,54.56,42.94,20.1904,48.5107,6.945,36.2518,wheat
113.64,49.92,41.4,17.8761,65.1228,7.4491,47.1096,wheat
126.16,45.91,36.89,14.0577,60.2898,6.9432,44.4426,wheat
121.16,52.32,38.96,13.254,54.9522,7.2215,36.3903,wheat
131.62,60.14,37.53,16.7298,63.8797,7.0567,51.5933,wheat
111.58,56.28,37.05,12.1994,55.4642,7.3437,29.1894,wheat
116.07,47.53,44.25,20.0786,49.8323,7.3001,46.1594,wheat
115.29,56.04,41.79,18.4486,64.1387,7.5113,45.931,wheat
102.44,57.31,36.54,14.3271,58.2335,7.047,36.9045,wheat
123.55,49.7,44.5,11.2172,48.7765,7.119,43.2613,wheat
123.13,55.92,41.54,18.8847,53.858,6.9064,27.4889,wheat
120.06,55.35,44.06,15.2137,49.7463,7.0667,49.2403,wheat
117.18,48.14,43.15,18.5945,46.7032,7.3132,38.151,wheat
69.77,45.63,36.84,20.9984,55.9881,7.4376,24.6553,mustard
85.49,36.9,33.03,19.8116,32.6225,7.2712,37.9363,mustard
67.96,40.58,35.14,17.6491,62.5302,7.4367,28.6003,mustard
60.92,37.23,41.39,15.8827,49.1625,7.563,23.954,mustard
59.43,37.39,35.96,19.2456,56.6491,7.4147,34.2921,mustard
81.06,38.14,35.23,18.4837,43.7606,7.4122,22.8123,mustard
62.2,41.33,28.2,19.738,53.6766,7.1894,30.2254,mustard
92.55,37.13,38.73,19.0879,43.6795,7.2011,29.927,mustard
54.18,47.53,38.23,20.1239,46.2574,6.9792,38.6872,mustard
91.96,34.63,45.82,16.1619,61.4842,7.9249,33.7976,mustard
77.11,38.88,33.46,20.7935,48.8559,7.0268,29.7998,mustard
74.03,37.36,36.1,17.994,51.3046,7.1921,36.5421,mustard
69.55,48.68,36.25,22.6882,55.2204,7.1845,41.1217,mustard
78.99,41.18,42.89,15.777,52.9741,7.6685,34.4625,mustard
74.62,46.19,34.52,21.8399,50.9025,7.3115,30.0828,mustard
86.03,31.09,36.4,17.9948,52.1898,7.7743,19.5053,mustard
76.14,41.6,38.04,15.8715,64.4205,7.198,21.4791,mustard
76.5,45.34,35.93,16.2903,49.6543,7.4837,27.5582,mustard
71.36,40.49,32.77,16.6991,51.2066,7.1494,25.1239,mustard
74.43,46.39,35.97,18.5604,56.3039,8.0435,28.5042,mustard
78.08,36.9,40.37,18.8071,56.6332,7.0437,30.4532,mustard
57.9,48.46,29.87,16.0657,57.1222,7.4929,34.2375,mustard
61.52,53.79,35.66,17.4391,53.8324,7.5901,29.436,mustard
82.43,37.82,31.5,22.8557,43.142,7.5241,33.892,mustard
76.71,37.33,40.98,21.8189,59.8006,7.3444,30.5158,mustard
73.16,48.72,27.38,18.5908,43.1219,7.3611,14.1963,mustard
75.18,49.48,32.21,17.595,51.8158,7.4131,22.4853,mustard
78.48,36.86,36.89,17.8001,45.4743,7.3559,28.8473,mustard
69.6,37.48,42.83,19.0338,49.6152,7.6892,20.3224,mustard
67.22,38.31,34.67,14.943,51.9726,8.0632,34.7994,mustard
76.96,31.93,32.22,16.8566,51.9281,7.2328,42.246,mustard
65.22,34.49,44.41,13.3285,52.5315,6.9891,39.7501,mustard
79.08,33.98,27.76,18.4981,59.6823,7.3735,28.2925,mustard
57.97,35.39,24.01,19.118,52.7212,8.1739,41.9258,mustard
85.29,39.79,37.2,16.292,48.5351,7.1589,31.1893,mustard
79.73,41.41,32.49,21.435,55.7845,7.8917,27.3033,mustard
77.56,49.3,29.89,14.4356,57.1368,7.9033,25.0928,mustard
84.83,34.01,38.54,13.8391,42.6344,7.2339,27.5802,mustard
91.65,45.91,36.22,18.0611,53.5844,7.5707,26.8946,mustard
85.14,38.72,32.18,20.1177,54.207,7.8885,31.3633,mustard
56.59,39.7,28.6,21.7098,48.2146,7.2863,31.2846,mustard
62.2,44.05,39.36,16.3528,58.2542,7.3389,30.0244,mustard
68.75,33.26,38.25,20.1967,49.0997,7.2255,33.4955,mustard
75.26,42.29,34.5,17.4037,50.7535,7.0956,39.5252,mustard
80.18,41.0,44.23,17.0684,48.9616,7.2052,37.5964,mustard
67.74,42.95,29.65,19.7091,50.0935,7.0328,18.1208,mustard
76.87,41.74,27.37,19.1308,43.4223,7.4102,10.0,mustard
67.45,54.73,31.54,13.559,41.3597,7.169,37.4746,mustard
68.88,36.17,34.77,21.1914,59.567,7.4701,19.065,mustard
60.93,36.81,36.22,20.9502,44.9182,6.9332,28.2019,mustard
65.77,36.26,33.79,15.9361,44.0516,7.4993,20.6391,mustard
61.48,36.67,36.76,18.4895,37.0797,7.6501,15.5842,mustard
65.24,36.18,28.74,18.7351,46.1662,6.8019,34.3317,mustard
85.54,47.13,42.22,18.1517,42.0615,7.5122,36.0732,mustard
65.51,48.52,34.59,16.1242,59.8521,7.7683,25.3879,mustard
101.32,36.58,40.59,15.8209,56.0589,7.0371,10.0,mustard
79.93,35.01,36.71,17.4361,45.8711,7.9018,25.63,mustard
76.85,42.83,37.28,20.4318,63.5146,7.5257,33.1344,mustard
66.42,36.69,37.85,18.859,55.8906,7.1885,18.1687,mustard
82.0,43.8,37.24,16.5735,48.051,7.3833,31.4669,mustard
69.24,41.22,38.21,19.4292,35.0036,7.5675,29.8775,mustard
76.22,30.91,41.65,10.3786,63.7457,7.4228,34.6343,mustard
100.6,49.29,35.98,20.3719,41.6626,7.5616,30.9566,mustard
74.04,50.78,38.55,13.1507,40.1276,7.1238,22.2154,mustard
86.49,36.32,34.55,16.5939,56.1354,7.4508,39.5726,mustard
67.97,37.67,42.2,14.7008,64.6385,6.9759,28.7318,mustard
74.65,41.72,31.62,14.2633,58.3056,7.3666,29.7816,mustard
92.71,42.01,44.0,20.4021,53.3835,7.1288,22.5339,mustard
68.73,43.95,34.8,16.3307,53.5685,7.1793,26.4537,mustard
93.12,52.06,27.85,18.3663,55.1205,7.7708,22.9216,mustard
82.08,38.94,35.64,17.3827,54.5536,7.7274,28.6164,mustard
69.38,35.21,31.59,18.6926,51.6871,7.5827,43.6937,mustard
81.32,31.72,39.2,17.6921,50.6252,7.0723,19.0248,mustard
84.73,35.61,31.74,14.2925,49.6244,7.3051,17.0915,mustard
81.22,39.8,32.77,19.9907,45.4762,7.7639,41.7694,mustard
59.3,50.77,25.55,16.2656,48.3159,7.4425,28.3254,mustard
67.73,36.89,32.74,13.6085,39.8423,8.0958,24.6474,mustard
72.52,41.34,22.88,16.4297,49.41,7.518,38.3192,mustard
74.26,39.9,27.08,21.2519,44.0685,7.4576,25.1551,mustard
81.21,47.13,38.8,19.6256,43.3785,7.3073,44.6081,mustard
76.78,55.16,38.93,16.6284,51.0794,7.4401,35.4234,mustard
61.65,36.81,37.13,16.6269,58.352,7.3543,26.0967,mustard
78.8,37.06,30.17,16.6959,55.5099,7.6124,47.2585,mustard
81.11,46.26,34.76,22.6919,40.577,7.687,25.1543,mustard
80.6,44.09,34.98,18.4548,44.0622,7.1642,35.9368,mustard
85.81,51.08,29.21,18.5751,55.6446,7.0006,32.3943,mustard
83.34,43.5,42.52,20.0757,44.1051,6.8491,40.4139,mustard
79.59,37.84,39.39,18.097,48.6522,7.5524,42.4921,mustard
74.3,43.54,33.9,16.8524,53.3003,7.069,30.256,mustard
58.39,46.65,35.13,17.0091,44.1899,6.7541,23.9727,mustard
79.3,44.92,36.04,17.321,50.6323,7.5166,33.6798,mustard
77.08,43.04,24.79,17.4069,41.9958,8.1479,24.5783,mustard
77.72,46.4,33.76,19.3191,46.3918,7.3982,46.1071,mustard
62.23,47.02,31.59,17.6299,51.9187,7.6515,31.0923,mustard
64.19,48.29,29.99,19.3316,40.442,7.4245,27.0774,mustard
85.53,43.89,33.59,17.2982,52.6428,7.3703,31.4774,mustard
74.6,39.0,43.99,17.6966,49.8822,7.6757,19.223,mustard
81.82,40.88,38.2,12.5045,53.3149,7.3129,22.2271,mustard
75.28,47.24,32.14,19.7908,51.3435,7.4802,39.6033,mustard
75.3,35.1,37.86,18.3662,58.1848,7.4965,24.7448,mustard
23.72,76.23,48.9,27.2013,85.506,7.0788,163.1205,soybean
33.22,65.59,58.25,27.4784,75.6967,6.6665,176.387,soybean
37.11,63.45,46.12,27.7694,72.458,7.2692,160.1895,soybean
34.31,69.97,45.2,28.7194,68.4314,6.9479,172.301,soybean
35.98,68.64,47.1,27.3196,66.9843,6.7571,132.6596,soybean
25.46,66.37,44.28,26.0175,68.0793,6.9791,185.3323,soybean
21.47,75.57,50.74,27.8451,77.3356,6.1716,180.0301,soybean
39.01,77.64,59.75,30.2998,78.5436,6.3493,159.5728,soybean
28.06,70.71,51.94,26.2347,68.094,6.3224,196.4811,soybean
28.5,81.82,48.49,24.5509,80.4752,6.8572,203.4393,soybean
37.97,60.87,48.25,28.7142,73.5847,7.493,139.811,soybean
33.34,68.45,40.62,26.2592,76.734,7.6925,160.9319,soybean
32.74,64.27,55.3,22.1547,84.0611,7.0552,160.7714,soybean
42.99,55.07,49.53,28.1948,80.4842,7.0003,156.5024,soybean
26.14,69.34,48.92,25.4293,74.6573,6.0796,200.7369,soybean
35.57,69.03,69.16,26.3189,71.544,6.5829,175.1543,soybean
30.34,82.11,51.79,27.164,65.2409,6.4849,173.3871,soybean
31.61,75.05,45.49,26.881,72.4042,6.5517,129.9034,soybean
39.17,61.81,47.44,27.9189,74.9443,6.7327,195.8855,soybean
33.05,84.83,56.89,25.629,71.0641,6.6112,149.0185,soybean
33.23,79.77,50.68,27.5262,75.3437,6.0083,181.4983,soybean
36.44,74.66,41.37,25.9809,76.3843,7.0992,186.9344,soybean
27.81,68.19,55.52,27.9776,74.8757,6.3709,214.0165,soybean
24.96,62.32,45.99,27.7307,72.75,6.8957,147.2795,soybean
23.73,67.02,61.24,24.6291,76.8433,7.6296,104.5122,soybean
18.2,78.71,56.48,28.672,78.2097,6.4322,184.5962,soybean
42.34,85.08,47.32,25.4281,70.548,5.7879,225.0128,soybean
23.38,82.35,57.69,28.1161,83.0547,6.6856,210.9737,soybean
28.67,66.09,50.41,27.2346,75.5071,7.2404,185.2415,soybean
28.34,61.04,55.12,30.1764,76.0942,7.5833,167.7091,soybean
31.84,71.13,52.91,26.0531,79.5411,6.3082,200.1781,soybean
34.89,55.85,44.92,25.8014,77.1661,6.9987,155.6613,soybean
35.16,72.59,46.14,26.4612,80.7657,6.6139,191.9089,soybean
26.5,68.82,56.18,25.8936,77.4356,6.7576,192.6368,soybean
29.0,66.27,47.99,28.0999,72.9378,7.8577,206.5052,soybean
31.7,57.24,47.58,23.2674,77.8075,6.1988,248.9915,soybean
28.51,74.11,44.27,24.3926,70.2814,6.9015,189.8104,soybean
39.64,65.74,52.54,24.3644,76.5428,6.9871,167.2759,soybean
32.95,60.64,62.38,28.4006,75.8339,7.2343,179.3606,soybean
34.41,47.02,43.59,29.9212,74.9594,6.8392,135.7731,soybean
33.98,69.78,50.15,26.2911,75.3573,6.9232,162.6322,soybean
37.04,84.18,58.47,26.1624,66.5908,6.6433,169.7679,soybean
31.09,83.29,49.52,26.6401,73.2564,6.9077,166.8978,soybean
22.22,66.34,52.71,28.8238,76.4642,6.6627,183.8089,soybean
32.4,65.18,43.63,24.6453,76.7993,7.0486,159.4395,soybean
26.09,73.75,52.57,26.9767,70.8616,6.6522,208.0258,soybean
26.83,62.01,48.88,28.4504,82.3285,6.9508,180.0052,soybean
33.52,72.41,55.91,27.5022,71.6691,6.7883,179.7675,soybean
37.43,76.13,57.12,26.8792,80.8473,7.2504,171.8026,soybean
30.13,79.82,65.54,28.5021,78.136,6.7794,183.8798,soybean
31.85,69.2,53.48,21.0935,72.7689,6.0908,200.6275,soybean
40.21,68.37,51.95,27.8558,84.8766,7.3048,158.3217,soybean
31.44,62.98,51.17,25.1918,70.0318,6.4377,163.5471,soybean
45.61,63.38,47.88,22.8387,80.5958,6.5385,172.4068,soybean
33.39,68.19,52.03,27.5224,81.0029,6.5617,146.3532,soybean
19.44,72.94,48.23,29.2473,72.6469,7.3498,159.5186,soybean
34.52,77.31,51.01,26.2251,82.9623,5.9457,168.0945,soybean
32.29,63.57,57.91,28.4057,74.7498,8.0551,201.8597,soybean
37.74,81.94,43.96,29.7246,77.4435,7.2224,186.564,soybean
34.04,67.83,56.84,29.1298,77.3016,6.8893,184.8397,soybean
29.17,69.83,57.9,29.7799,75.3285,6.778,201.2724,soybean
22.65,64.02,49.29,27.9843,80.054,6.9142,176.5657,soybean
28.75,50.61,37.27,26.6509,79.9674,7.0084,189.7616,soybean
24.9,77.07,46.35,23.2961,67.2573,7.0581,177.4195,soybean
26.52,75.89,57.78,26.0079,82.5217,7.0222,186.6341,soybean
33.53,67.75,49.86,24.8135,67.6875,6.8358,165.431,soybean
40.02,70.54,44.0,30.8419,81.1627,6.7211,119.0296,soybean
32.37,74.13,46.97,26.1482,81.6335,6.7395,176.643,soybean
22.82,57.5,55.04,26.7464,70.5452,6.722,215.5687,soybean
32.67,65.77,53.28,27.603,73.9459,7.2535,203.1554,soybean
37.18,76.35,48.57,26.5872,70.4715,7.0374,204.1349,soybean
26.34,59.97,47.8,29.8901,74.9254,5.6238,210.9033,soybean
29.2,72.35,47.65,25.2547,74.4598,7.0624,182.2164,soybean
30.09,59.15,44.47,26.8892,79.8983,6.8779,184.9329,soybean
25.29,73.73,59.69,25.0151,82.5515,6.7925,164.5587,soybean
33.89,69.71,48.07,23.86,82.9784,6.6446,172.0982,soybean
29.27,57.08,57.3,25.2765,73.1892,7.2496,195.3943,soybean
32.52,79.32,59.13,26.4259,74.9539,7.179,210.0971,soybean
24.68,64.12,55.99,25.6414,67.5828,6.4908,176.5138,soybean
27.38,63.52,47.41,25.1152,71.9706,6.9628,168.7453,soybean
34.33,71.6,52.42,23.6874,80.8243,6.4113,180.0132,soybean
27.76,79.19,49.85,26.3338,84.0779,6.2482,195.0302,soybean
40.36,61.87,44.58,23.4906,69.8283,6.5493,143.9036,soybean
27.6,70.49,51.95,28.0201,73.0377,7.145,122.5955,soybean
31.35,73.43,42.93,26.6649,75.868,7.1813,166.2366,soybean
35.6,75.54,57.13,23.5849,77.4008,7.0052,149.4822,soybean
21.49,71.41,47.21,25.8816,71.952,7.09,167.2965,soybean
19.44,67.06,51.21,24.9957,78.1203,7.0065,176.3055,soybean
20.85,63.38,51.7,27.1383,73.6308,6.5434,168.6688,soybean
37.58,70.69,48.45,29.1809,75.9277,6.9728,216.3117,soybean
26.69,61.42,53.52,22.7497,78.7314,7.1202,188.1686,soybean
45.35,46.63,47.15,26.7301,76.0321,7.1017,187.5119,soybean
26.61,73.49,55.23,26.1797,73.8181,7.2756,195.5552,soybean
31.11,77.23,41.92,27.8427,75.452,7.0833,151.5292,soybean
39.25,51.1,50.76,26.9264,75.5582,6.9406,205.9778,soybean
42.04,61.92,61.63,24.9961,74.1499,7.2281,178.1059,soybean
42.37,74.95,44.0,25.8619,74.706,6.7894,196.762,soybean
37.25,86.46,45.93,24.9079,83.9932,6.4473,153.2036,soybean
36.14,70.17,53.08,28.652,78.8046,6.7348,141.156,soybean
33.56,64.18,51.08,26.5426,74.5226,6.502,200.4472,soybean
186.78,89.43,100.52,25.8348,81.4237,6.2494,221.6043,sugarcane
163.76,73.47,80.02,28.5305,83.8091,7.2479,242.7294,sugarcane
164.35,80.76,86.16,26.36,76.0121,6.7459,270.3681,sugarcane
200.26,64.65,92.5,27.185,74.3266,6.5241,240.7113,sugarcane
158.59,67.35,109.96,33.0204,71.4891,6.7503,217.4793,sugarcane
209.57,78.78,121.1,32.0214,73.0475,6.9262,241.3527,sugarcane
163.79,86.87,96.07,24.1013,95.0,6.7581,214.3466,sugarcane
191.49,77.84,88.17,30.4892,85.4681,6.1178,210.7171,sugarcane
174.08,72.5,95.35,30.4342,69.8936,7.3588,199.4576,sugarcane
190.86,74.99,98.88,24.5552,70.0653,7.51,256.9024,sugarcane
170.21,65.0,86.79,30.4563,80.8912,7.2606,185.4471,sugarcane
177.07,79.84,107.95,32.6138,81.2836,6.5449,255.971,sugarcane
180.74,82.06,92.3,24.6324,81.2933,6.9194,224.9959,sugarcane
161.96,71.38,94.98,25.2475,76.4703,6.9974,168.0208,sugarcane
193.33,71.24,96.66,31.053,77.2473,7.2395,221.0295,sugarcane
170.76,77.13,94.22,28.8145,79.9673,7.2673,146.9992,sugarcane
175.89,71.51,98.39,29.6544,78.5154,6.7063,228.7652,sugarcane
162.1,74.47,83.83,29.0218,64.6842,7.0328,236.5569,sugarcane
133.88,91.8,84.42,29.1721,76.6212,7.1829,192.2293,sugarcane
176.56,73.02,79.0,24.0206,72.8916,7.5823,213.7064,sugarcane
223.43,72.13,94.4,31.142,79.0513,7.2818,268.6247,sugarcane
194.12,69.82,97.79,31.5088,95.0,7.3156,194.8276,sugarcane
179.65,80.95,94.58,27.3118,80.2049,7.0335,178.2328,sugarcane
175.27,73.55,106.74,27.8696,76.1188,7.5642,254.4499,sugarcane
180.4,69.81,89.94,23.4067,83.5308,7.1639,268.8776,sugarcane
189.85,85.57,96.69,29.5428,80.8961,6.6556,210.1109,sugarcane
158.75,86.36,79.08,29.7162,80.5206,7.5613,240.3439,sugarcane
200.06,70.2,86.13,27.8134,81.6411,7.2792,250.2443,sugarcane
192.88,60.07,96.96,31.3731,90.3393,6.8228,187.7255,sugarcane
192.93,83.06,98.49,26.9978,71.2147,6.8082,195.4408,sugarcane
187.89,69.52,87.06,29.6938,80.8418,7.1186,246.9262,sugarcane
180.35,81.33,89.28,24.941,72.4417,7.1853,260.5504,sugarcane
192.11,59.24,74.82,27.9293,81.3331,7.0789,226.8864,sugarcane
190.65,82.14,86.43,27.4769,72.4879,7.1245,183.6056,sugarcane
173.63,65.31,98.9,28.6759,75.4958,7.68,269.6118,sugarcane
169.68,80.85,95.75,26.8914,76.2295,7.4286,194.0709,sugarcane
181.83,75.11,95.01,27.6056,83.8549,7.0763,199.9459,sugarcane
207.88,67.37,90.5,30.4781,83.5107,7.3765,220.2701,sugarcane
157.7,71.74,90.07,26.6897,70.5257,6.587,256.6248,sugarcane
153.58,80.49,83.4,23.1803,78.3296,7.1592,235.6193,sugarcane
182.97,75.85,96.99,33.2488,73.7425,7.7237,222.446,sugarcane
180.92,79.68,94.21,32.1444,70.449,6.9128,223.8987,sugarcane
183.12,90.81,94.92,24.1232,76.6979,6.6609,211.3054,sugarcane
